Review,date,Author,Location
"It has amazing places to visit and hundreds of cafes , restaurants and bars and shops for tourists. Visiting the places in the Galle Fort is so mind relaxing because it looks like something which is not from 21st Century but its still here for us to visit and admire the place. Every time i visit Galle i never forget to have a walk at the Galle Fort.The history of Galle extends thousands of years to biblical times. In more recent times it was a prize to be possessed for western traders in search of wealth and glory. Its beautifully preserved colonial Dutch fort with its quaint city with cobblestone streets within is a place time forgot. Close by are magnificent beaches, rainforests and other attractions. It is definitely a fascinating place to visit.",2018/12/31,don_rukshan,"Dehiwala-Mount Lavinia, Sri Lanka"
"We came here for sunrise and so walked up Pidurangala Rock in the dark - vast majority of the walk was fine, steps or dirt track, last 5-10 minutes require full on climbing over big boulders, which a lot of people we were with found...More",2018/12/31,crushgroove48,"Essex, United Kingdom"
"It’s a easy gradient walk until the very end when it’s about 10 minutes of steep stairs. The view at the top makes up for it. I went in the evening intending to see the sun set. By the time I reached the top, it had become cloudy and breezy. The visibility was quite limited because of the clouds but sitting in the middle of the clouds looking at the tea plantations was an experience in itself. There were just 10-15 people walking up to the peak so crowd wise it was very peaceful. Few recommendations : 1. for the best view, visit there early in the morning. 2. Hike to all the three peaks 3. Don’t wear flip flops, it’s manageable but few areas are a little slippery.",2018/12/31,laksh0123,"New Delhi, India"
"This was one of my favorite things that we did in Ella. If we were staying longer, I would have done it again! We went up around 9AM, and it was starting to get crowded. It was an easy hike to the first peak, but if you go further it gets a little steeper. I would definitely recommend to wear athletic shoes if you plan on doing that. I saw a lot of people coming back holding their sandals in their hands. Once we reached the first view point, we went to the next peak, which was still a bit crowded. We went on to another one and there was hardly anyone there! So it was nice to sit there in the quiet and enjoy the views. The trails are marked really well, so it was not hard to find. If you are going to be in Ella, I highly recommend doing this short hike!",2018/12/31,512allisonr,"Houston, Texas"
The building was constructed around 1870.it is one of the very beautiful building of srilanka.It has around 13 gallery displaying art and culture of srilanka.The exhibits are displayed in very planned and organized manner.you can start from one place and end in last gallery.It has large collection of old sculptures particularly related to buddha.paintings are also very old.Every one must spent atleast half day to visit and learn about srilanka.Viddyapati chaudhary Lucknow,2018/12/31,viddyapati,"Lucknow, India"
"The walk around the walls is worth doing, but it was just so hot... We loved the quaint and charming cobbled streets and old Dutch buildings. Lots of choice of upmarket places to eat. Good shopping. Not for the budget traveller...",2018/12/31,MandyJ695,"Napier, New Zealand"
Having travelled to a number of other temples and sites in Sri Lanka this was a real let down and just over priced and difficult to enter. Tickets for internationals now use automated machines that don’t like new bank notes - so after 10 minutes and some note swaps we were able to buy our tickets. Like most locations internationals have a place to secure their shoes which requires a donations (locals are free and don’t try and use the local one as they tell you no) - not much to the temple and as others have reviewed it’s crowded and you can not see the tooth. For any one unfortunate to use a local guide be careful - one quoted us euro 50 to take us through - fortunately we have developed the best guide request answer for temples - NO ... overall it feels like a rip off with little to see and additional entrances fees ...,2018/12/31,Roztrav,"Sydney, Australia"
We were planning on going here but decided not to after we got yelled at for just walking in front of it. There is a road in front of it that went from town to our hotel that had tons of people walking on it. But for some reason the police screamed at me and my friend and told us to get off the road without giving any reason. Didn’t wanna end up in an episode of Banged Up Abroad so I didn’t push my luck.,2018/12/31,Osakachero,"Osaka, Japan"
"Crowd : Visited on Sunday, very crowdy
Spiritual recommendation : Must visit to get a serene and peaceful experience 
Historical: A temple with great history and sacred",2018/12/31,siva j,"Hyderabad, India"
"We have seen maybe one to many temples but this is one worth seeing without a doubt, despite needing to pay an entrance charge. The colourful decoration around the Buddha is spectacular and not to be missed.",2018/12/31,Johns1951,"Melbourne, Australia"
"A place of historical significance and a must place to visit. Although I am a Hindu, I really appreciate the ambiance of this marvelous temple. I respect the chief prelate of this temple",2018/12/31,ramalingamj2017,
"We spent two whole days on this beach, swimming and lazing around.

The beach is extremely clean and very lively. The water is warm and lovely.

There are lifeguards who are extremely alert.",2018/12/30,Tj1287,"Hikkaduwa, Sri Lanka"
"Pristine beach compared to what we saw around Trincomalee. Nice, long strip to walk; good places to swim. Saw one place that offers surfing lessons. flanked by every different flavor or bar, restaurant, cafe. Many places where you can rent a chair and hang out all day.",2018/12/30,PaulParks,"Portland, Oregon"
"We hired a glass bottom boat at coral sanctuaryand a life guard accompanied us, which took us to a deeper part of the sea where we jumped off with our life jackets on and it was breath taking, we spent about half hour there before we were taken closer to the shore and we could spend how much ever time we wanted. It was an amazing experience and safe for even non-swimmers. There are hundreds of varieties of fish that literally swim by you, unforgettable experience. Costed about 3000lkr per head. Only remember to stick to the areas he tells you to swim around to avoid the shallow areas where you could get injured by the sharp corals.",2018/12/30,Seabeeeze,"Chennai, India"
